i.vec,sp.query,q.rank,ncbi.ids,class,cohort,family,genus,infraclass,infraorder,kingdom,order,parvorder,phylum,species,species group,subclass,subcohort,subfamily,subgenus,subkingdom,suborder,subphylum,subtribe,superclass,superfamily,superkingdom,superorder,tribe,host_record_lcdb_nhm
5807,Trematomus newnesi,species,35730,Actinopteri,Euteleosteomorpha,Nototheniidae,Trematomus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Trematomus newnesi,NA,Neopterygii,NA,NA,NA,NA,Notothenioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trematomus newnesi
5808,Trematomus pennelli,genus,35729,Actinopteri,Euteleosteomorpha,Nototheniidae,Trematomus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,Notothenioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trematomus pennelli
5809,Trematomus pennellii,species,36198,Actinopteri,Euteleosteomorpha,Nototheniidae,Trematomus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Trematomus pennellii,NA,Neopterygii,NA,NA,NA,NA,Notothenioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trematomus centronotus
5809,Trematomus pennellii,species,36198,Actinopteri,Euteleosteomorpha,Nototheniidae,Trematomus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Trematomus pennellii,NA,Neopterygii,NA,NA,NA,NA,Notothenioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trematomus pennellii
5810,Trematomus scotti,species,40693,Actinopteri,Euteleosteomorpha,Nototheniidae,Trematomus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Trematomus scotti,NA,Neopterygii,NA,NA,NA,NA,Notothenioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trematomus scotti
5811,Treron curvirostra,species,1464057,Aves,NA,Columbidae,Treron,Neognathae,NA,Metazoa,Columbiformes,NA,Chordata,Treron curvirostra,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Treron curvirostra
5812,Tresus nuttalli,genus,31207,Bivalvia,NA,Mactridae,Tresus,Euheterodonta,NA,Metazoa,Veneroida,NA,Mollusca,NA,NA,Heterodonta,NA,NA,NA,NA,NA,NA,NA,NA,Mactroidea,Eukaryota,NA,NA,Tresus nuttalli
5813,Triakis maculata,genus,7840,Chondrichthyes,NA,Triakidae,Triakis,Selachii,NA,Metazoa,Carcharhiniformes,NA,Chordata,NA,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,Galeoidea,NA,Triakis maculata
5814,Triakis scyllium,species,30494,Chondrichthyes,NA,Triakidae,Triakis,Selachii,NA,Metazoa,Carcharhiniformes,NA,Chordata,Triakis scyllium,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,Galeoidea,NA,Triakis scyllida
5815,Triakis semifasciata,species,30493,Chondrichthyes,NA,Triakidae,Triakis,Selachii,NA,Metazoa,Carcharhiniformes,NA,Chordata,Triakis semifasciata,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,Galeoidea,NA,Triakis semifasciata
5816,Tribolium castaneum,species,7070,Insecta,Holometabola,Tenebrionidae,Tribolium,Neoptera,Cucujiformia,Metazoa,Coleoptera,NA,Arthropoda,Tribolium castaneum,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Tenebrionoidea,Eukaryota,NA,NA,Tribolium castaneum
5817,Tribolium confusum,species,7071,Insecta,Holometabola,Tenebrionidae,Tribolium,Neoptera,Cucujiformia,Metazoa,Coleoptera,NA,Arthropoda,Tribolium confusum,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Tenebrionoidea,Eukaryota,NA,NA,Tribolium confusum
5818,Tribolium destructor,species,188756,Insecta,Holometabola,Tenebrionidae,Tribolium,Neoptera,Cucujiformia,Metazoa,Coleoptera,NA,Arthropoda,Tribolium destructor,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Tenebrionoidea,Eukaryota,NA,NA,Tribolium destructor
5819,Tribolium ferrugineum,genus,7069,Insecta,Holometabola,Tenebrionidae,Tribolium,Neoptera,Cucujiformia,Metazoa,Coleoptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Tenebrionoidea,Eukaryota,NA,NA,Tribolium ferrugineum
5820,Tribolodon brandtii,species,263867,Actinopteri,Otomorpha,Cyprinidae,Tribolodon,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Tribolodon brandtii,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Tribolodon brandti
5821,Tribolodon hakonensis,species,151740,Actinopteri,Otomorpha,Cyprinidae,Tribolodon,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Tribolodon hakonensis,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Tribolodon hakonensis
5822,Tribolodon sachalinensis,species,263868,Actinopteri,Otomorpha,Cyprinidae,Tribolodon,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Tribolodon sachalinensis,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Tribolodon ezoe
5823,Tribolodon sp.,genus,151739,Actinopteri,Otomorpha,Cyprinidae,Tribolodon,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,NA,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Tribolodon sp.
5824,Trichia hispida,genus,219850,NA,NA,Trichiidae,Trichia,NA,NA,NA,Trichiida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,Trichia hispida
5825,Trichiurus haumela,species,232274,Actinopteri,Euteleosteomorpha,Trichiuridae,Trichiurus,Teleostei,NA,Metazoa,Scombriformes,NA,Chordata,Trichiurus haumela,NA,Neopterygii,NA,Trichiurinae,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichiurus haumela
5826,Trichiurus lepturus,species,13733,Actinopteri,Euteleosteomorpha,Trichiuridae,Trichiurus,Teleostei,NA,Metazoa,Scombriformes,NA,Chordata,Trichiurus lepturus,NA,Neopterygii,NA,Trichiurinae,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichiurus lepturus
5829,Trichodectes canis,species,209909,Insecta,Paraneoptera,Trichodectidae,Trichodectes,Neoptera,NA,Metazoa,Phthiraptera,NA,Arthropoda,Trichodectes canis,NA,Pterygota,NA,NA,NA,NA,Ischnocera,Hexapoda,NA,NA,NA,Eukaryota,Psocodea,NA,Trichodectes canis
5830,Trichodon trichodon,species,209541,Actinopteri,Euteleosteomorpha,Trichodontidae,Trichodon,Teleostei,Cottales,Metazoa,Perciformes,NA,Chordata,Trichodon trichodon,NA,Neopterygii,NA,NA,NA,NA,Cottioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichodon trichodon
5831,Trichogaster fasciata,species,313441,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichogaster,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichogaster fasciata,NA,Neopterygii,NA,Luciocephalinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Colisa fasciata
5831,Trichogaster fasciata,species,313441,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichogaster,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichogaster fasciata,NA,Neopterygii,NA,Luciocephalinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichogaster fasciatus
5832,Trichogaster lalius,species,1749025,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichogaster,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichogaster lalius,NA,Neopterygii,NA,Luciocephalinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Colisa lalius
5833,Trichomycterus piurae,genus,36719,Actinopteri,Otomorpha,Trichomycteridae,Trichomycterus,Teleostei,NA,Metazoa,Siluriformes,NA,Chordata,NA,NA,Neopterygii,Ostariophysi,NA,NA,NA,Loricaroidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Characiphysae,NA,Pygidium punctulatum
5834,Trichopodus pectoralis,species,313238,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichopodus,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichopodus pectoralis,NA,Neopterygii,NA,Luciocephalinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichopodus pectoralis
5835,Trichopodus trichopterus,species,96903,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichopodus,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichopodus trichopterus,NA,Neopterygii,NA,Luciocephalinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichogaster trichopterus
5835,Trichopodus trichopterus,species,96903,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichopodus,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichopodus trichopterus,NA,Neopterygii,NA,Luciocephalinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichopodus trichopterus
5836,Trichopsis vittata,species,209242,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichopsis,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichopsis vittata,NA,Neopterygii,NA,Macropodinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichopsis vittata
5836,Trichopsis vittata,species,209242,Actinopteri,Euteleosteomorpha,Osphronemidae,Trichopsis,Teleostei,NA,Metazoa,Anabantiformes,NA,Chordata,Trichopsis vittata,NA,Neopterygii,NA,Macropodinae,NA,NA,Anabantoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trichopsis vittatus
5838,Trichoribates incisellus,species,1979928,Arachnida,NA,Ceratozetidae,Trichoribates,NA,Brachypylina,Metazoa,Sarcoptiformes,NA,Arthropoda,Trichoribates incisellus,NA,Acari,NA,NA,NA,NA,Oribatida,Chelicerata,NA,NA,Ceratozetoidea,Eukaryota,Acariformes,NA,Trichoribates incisellus
5839,Trichoribates trimaculatus,species,503651,Arachnida,NA,Ceratozetidae,Trichoribates,NA,Brachypylina,Metazoa,Sarcoptiformes,NA,Arthropoda,Trichoribates trimaculatus,NA,Acari,NA,NA,NA,NA,Oribatida,Chelicerata,NA,NA,Ceratozetoidea,Eukaryota,Acariformes,NA,Trichoribates trimaculatus
5841,Trichosurus caninus,species,128432,Mammalia,NA,Phalangeridae,Trichosurus,NA,NA,Metazoa,Diprotodontia,NA,Chordata,Trichosurus caninus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Trichosurus caninus
5842,Trichosurus vulpecula,species,9337,Mammalia,NA,Phalangeridae,Trichosurus,NA,NA,Metazoa,Diprotodontia,NA,Chordata,Trichosurus vulpecula,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Trichosurus vulpecula
5842,Trichosurus vulpecula,species,9337,Mammalia,NA,Phalangeridae,Trichosurus,NA,NA,Metazoa,Diprotodontia,NA,Chordata,Trichosurus vulpecula,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Trichosurus vulpecula vulpecula
5843,Trichromis salvini,species,172524,Actinopteri,Euteleosteomorpha,Cichlidae,Trichromis,Teleostei,NA,Metazoa,Cichliformes,NA,Chordata,Trichromis salvini,NA,Neopterygii,NA,Cichlasomatinae,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,Cichlomorphae,Cichlasomatini,Cichlasoma salvini
5844,Tricorythodes curvatus,genus,248192,Insecta,NA,Leptohyphidae,Tricorythodes,Palaeoptera,Pannota,Metazoa,Ephemeroptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,Ephemerelloidea,Eukaryota,NA,NA,Trichorythodes curvatus
5844,Tricorythodes curvatus,genus,248192,Insecta,NA,Leptohyphidae,Tricorythodes,Palaeoptera,Pannota,Metazoa,Ephemeroptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,Ephemerelloidea,Eukaryota,NA,NA,Tricorythodes curvatus
5845,Tricorythodes sp.,genus,248192,Insecta,NA,Leptohyphidae,Tricorythodes,Palaeoptera,Pannota,Metazoa,Ephemeroptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,Ephemerelloidea,Eukaryota,NA,NA,Tricorythodes sp.
5846,Tridentiger brevispinis,species,55554,Actinopteri,Euteleosteomorpha,Gobiidae,Tridentiger,Teleostei,NA,Metazoa,Gobiiformes,NA,Chordata,Tridentiger brevispinis,NA,Neopterygii,NA,Gobionellinae,NA,NA,Gobioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Tridentiger brevispinis
5847,Trigla hirundo,genus,27775,Actinopteri,Euteleosteomorpha,Triglidae,Trigla,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,Triglioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trigla hirundo
5848,Trigla lucerna,species,27776,Actinopteri,Euteleosteomorpha,Triglidae,Trigla,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Trigla lucerna,NA,Neopterygii,NA,NA,NA,NA,Triglioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trigla lucerna
5849,Triglops murrayi,species,1266884,Actinopteri,Euteleosteomorpha,Cottidae,Triglops,Teleostei,Cottales,Metazoa,Perciformes,NA,Chordata,Triglops murrayi,NA,Neopterygii,NA,NA,NA,NA,Cottioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Triglops murrayi
5850,Triglops pingelii,species,433391,Actinopteri,Euteleosteomorpha,Cottidae,Triglops,Teleostei,Cottales,Metazoa,Perciformes,NA,Chordata,Triglops pingelii,NA,Neopterygii,NA,NA,NA,NA,Cottioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Triglops pingeli
5858,Trimeresurus elegans,genus,8764,Craniata,NA,Viperidae,Trimeresurus,NA,Serpentes,Metazoa,Squamata,NA,Chordata,NA,NA,NA,NA,Crotalinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Trimeresurus elegans
5859,Trimeresurus stejnegeri,species,39682,Craniata,NA,Viperidae,Trimeresurus,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Trimeresurus stejnegeri,NA,NA,NA,Crotalinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Trimeresurus stejnegeri
5860,Trimeresurus trigonocephalus,species,109787,Craniata,NA,Viperidae,Trimeresurus,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Trimeresurus trigonocephalus,NA,NA,NA,Crotalinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Trimeresurus trigonocephalus
5861,Trimorphodon biscutatus,species,338818,Craniata,NA,Colubridae,Trimorphodon,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Trimorphodon biscutatus,NA,NA,NA,Colubrinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Trimorphodon biscutatus
5862,Tringa alpina,genus,161681,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa alpina
5863,Tringa erythropus,species,272050,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa erythropus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa erythropus
5864,Tringa flavipes,species,161739,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa flavipes,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa flavipes
5865,Tringa glareola,species,171269,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa glareola,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa glareola
5866,Tringa incana,species,507599,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa incana,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa incana
5867,Tringa melanoleuca,species,161682,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa melanoleuca,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa melanoleuca
5868,Tringa nebularia,species,171270,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa nebularia,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa nebularia
5869,Tringa ochropus,species,261960,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa ochropus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa ochropus
5870,Tringa semipalmata,species,507600,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa semipalmata,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa semipalmata
5871,Tringa totanus,species,171271,Aves,NA,Scolopacidae,Tringa,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Tringa totanus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tringa totanus
5872,Trinomys dimidiatus,species,42829,Mammalia,NA,Echimyidae,Trinomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Trinomys dimidiatus,NA,NA,NA,NA,NA,NA,Hystricomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Proechimys dimidiatus
5873,Triodopsis albolabris,genus,56135,Gastropoda,NA,Polygyridae,Triodopsis,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,NA,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Polygyroidea,Eukaryota,Eupulmonata,NA,Triodopsis albolabris
5874,Triodopsis divesta,genus,56135,Gastropoda,NA,Polygyridae,Triodopsis,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,NA,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Polygyroidea,Eukaryota,Eupulmonata,NA,Triodopsis divesta
5875,Triodopsis multilineata,genus,56135,Gastropoda,NA,Polygyridae,Triodopsis,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,NA,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Polygyroidea,Eukaryota,Eupulmonata,NA,Triodopsis multilineata
5876,Triodopsis tridentata,species,1290272,Gastropoda,NA,Polygyridae,Triodopsis,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,Triodopsis tridentata,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Polygyroidea,Eukaryota,Eupulmonata,NA,Triodopsis tridentata
5877,Triodopsis vannostrandi,species,338720,Gastropoda,NA,Polygyridae,Triodopsis,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,Triodopsis vannostrandi,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Polygyroidea,Eukaryota,Eupulmonata,NA,Triodopsis vannostrandi
5878,Triplophysa labiata,species,1789005,Actinopteri,Otomorpha,Nemacheilidae,Triplophysa,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Triplophysa labiata,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cobitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Diplophysa labiata
5879,Triplophysa marmorata,species,1779176,Actinopteri,Otomorpha,Nemacheilidae,Triplophysa,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Triplophysa marmorata,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cobitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Nemachilus vittatus
5880,Triplophysa stoliczkai,species,341125,Actinopteri,Otomorpha,Nemacheilidae,Triplophysa,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Triplophysa stoliczkai,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cobitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Nemachilus stoliczkae
5880,Triplophysa stoliczkai,species,341125,Actinopteri,Otomorpha,Nemacheilidae,Triplophysa,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Triplophysa stoliczkai,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cobitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Triplophysa stoliczkai
5882,Trisopterus esmarkii,species,80723,Actinopteri,Euteleosteomorpha,Gadidae,Trisopterus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Trisopterus esmarkii,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trisopterus esmarkii
5883,Trisopterus luscus,species,27722,Actinopteri,Euteleosteomorpha,Gadidae,Trisopterus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Trisopterus luscus,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Gadus luscus
5883,Trisopterus luscus,species,27722,Actinopteri,Euteleosteomorpha,Gadidae,Trisopterus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Trisopterus luscus,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trisopterus luscus
5884,Trisopterus minutus,species,80722,Actinopteri,Euteleosteomorpha,Gadidae,Trisopterus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Trisopterus minutus,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trisopterus minutus
5884,Trisopterus minutus,species,80722,Actinopteri,Euteleosteomorpha,Gadidae,Trisopterus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Trisopterus minutus,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trisopterus minutus capelanus
5885,Trisopterus sp.,genus,27721,Actinopteri,Euteleosteomorpha,Gadidae,Trisopterus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Trisopterus sp.
5890,Triturus cristatus,species,8323,Amphibia,NA,Salamandridae,Triturus,NA,NA,Metazoa,Caudata,NA,Chordata,Triturus cristatus,NA,NA,NA,Pleurodelinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Salamandroidea,Eukaryota,Batrachia,NA,Triturus cristatus
5891,Triturus marmoratus,species,8328,Amphibia,NA,Salamandridae,Triturus,NA,NA,Metazoa,Caudata,NA,Chordata,Triturus marmoratus,NA,NA,NA,Pleurodelinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Salamandroidea,Eukaryota,Batrachia,NA,Triturus marmoratus
5892,Triturus triturus,genus,8322,Amphibia,NA,Salamandridae,Triturus,NA,NA,Metazoa,Caudata,NA,Chordata,NA,NA,NA,NA,Pleurodelinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Salamandroidea,Eukaryota,Batrachia,NA,Triturus triturus
5893,Trochoidea seetzenii,species,266006,Gastropoda,NA,Geomitridae,Trochoidea,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,Trochoidea seetzenii,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Helicoidea,Eukaryota,Eupulmonata,NA,Trochoidea seetzenii
5894,Troglodytes troglodytes,species,36278,Aves,NA,Certhiidae,Troglodytes,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Troglodytes troglodytes,NA,NA,NA,Troglodytinae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Troglodytes troglodytes
5895,Trogoderma versicolor,genus,591390,Insecta,Holometabola,Dermestidae,Trogoderma,Neoptera,Bostrichiformia,Metazoa,Coleoptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Bostrichoidea,Eukaryota,NA,NA,Trogoderma versicolor
5897,Tropidechis carinatus,species,100989,Craniata,NA,Elapidae,Tropidechis,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Tropidechis carinatus,NA,NA,NA,Notechinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Tropedechis carinatus
5897,Tropidechis carinatus,species,100989,Craniata,NA,Elapidae,Tropidechis,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Tropidechis carinatus,NA,NA,NA,Notechinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Tropidechis carinatus
5898,Tropidonophis mairii,species,1458435,Craniata,NA,Colubridae,Tropidonophis,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Tropidonophis mairii,NA,NA,NA,Natricinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Styporhynchus mairii
5898,Tropidonophis mairii,species,1458435,Craniata,NA,Colubridae,Tropidonophis,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Tropidonophis mairii,NA,NA,NA,Natricinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Tropidonophis mairii
5900,Tropidurus torquatus,species,179257,Craniata,NA,Iguanidae,Tropidurus,NA,NA,Metazoa,Squamata,NA,Chordata,Tropidurus torquatus,NA,NA,NA,Tropidurinae,NA,NA,Iguania,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Tropidurus torquatus
